Place,Name,Birth.Date,Nat.,Mark,event_meta,event,games_link,athlete_links,games,country,date,Points,Records,Wind,Remarks
5,Yemane HAILESELASSIE,21 FEB 1998,ERI,8:15.34,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/eritrea/yemane-haileselassie-14693560,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Matthew HUGHES,03 AUG 1989,CAN,8:16.03,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/matthew-hughes-14174102,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Ryuji MIURA,21 FEB 2002,JPN,8:16.90,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/ryuji-miura-14860379,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Topi RAITANEN,07 FEB 1996,FIN,8:17.44,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/finland/topi-raitanen-14551131,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Ala ZOGHLAMI,19 JUN 1994,ITA,8:18.50,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/ala-zoghlami-14488117,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Abraham KIBIWOT,06 APR 1996,KEN,8:19.41,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/kenya/abraham-kibiwot-14657344,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Benard KETER,25 MAY 1992,USA,8:22.12,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/benard-keter-14615156,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Alexis PHELUT,03 MAR 1998,FRA,8:23.14,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/alexis-phelut-014707992,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Mohamed TINDOUFT,12 MAR 1993,MAR,8:23.56,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/morocco/mohamed-tindouft-14773269,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
14,Ahmed ABDELWAHED,26 MAY 1996,ITA,8:24.34,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/ahmed-abdelwahed-14545375,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
15,John GAY,07 NOV 1996,CAN,8:35.41,Final,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/john-gay-14678397,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Lamecha GIRMA,26 NOV 2000,ETH,8:09.83,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/ethiopia/lamecha-girma-14848765,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Ryuji MIURA,21 FEB 2002,JPN,8:09.92,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/ryuji-miura-14860379,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Benjamin KIGEN,05 JUL 1993,KEN,8:10.80,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/kenya/benjamin-kigen-14590800,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Ala ZOGHLAMI,19 JUN 1994,ITA,8:14.06,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/ala-zoghlami-14488117,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Mohamed TINDOUFT,12 MAR 1993,MAR,8:15.91,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/morocco/mohamed-tindouft-14773269,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,John GAY,07 NOV 1996,CAN,8:16.99,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/john-gay-14678397,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Djilali BEDRANI,01 OCT 1993,FRA,8:20.23,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/djilali-bedrani-14423830,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Mason FERLIC,05 AUG 1993,USA,8:20.23,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/mason-ferlic-14522389,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Albert CHEMUTAI,01 JUN 1995,UGA,8:29.81,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/uganda/albert-chemutai-14751121,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Vidar JOHANSSON,08 OCT 1996,SWE,8:32.86,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/sweden/vidar-johansson-14535353,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Karl BEBENDORF,07 MAY 1996,GER,8:33.27,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/germany/karl-bebendorf-14597064,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Carlos Andres SAN MARTIN,19 NOV 1993,COL,8:33.47,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/colombia/carlos-andres-san-martin-14750799,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Phil NORMAN,20 OCT 1989,GBR,8:46.57,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/great-britain-ni/phil-norman-14190301,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
NA,John KOECH,23 AUG 1995,BRN,DNF,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bahrain/john-koech-014530682,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
NA,Fernando CARRO,01 APR 1992,ESP,DNF,Round 1 - Heat 1,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/spain/fernando-carro-014375772,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Abraham KIBIWOT,06 APR 1996,KEN,8:12.25,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/kenya/abraham-kibiwot-14657344,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Getnet WALE,16 JUL 2000,ETH,8:12.55,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/ethiopia/getnet-wale-14760253,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Ahmed ABDELWAHED,26 MAY 1996,ITA,8:12.71,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/ahmed-abdelwahed-14545375,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Matthew HUGHES,03 AUG 1989,CAN,8:13.56,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/matthew-hughes-14174102,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Yemane HAILESELASSIE,21 FEB 1998,ERI,8:14.63,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/eritrea/yemane-haileselassie-14693560,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Benard KETER,25 MAY 1992,USA,8:17.31,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/benard-keter-14615156,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Avinash Mukund SABLE,13 SEP 1994,IND,8:18.12,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/india/avinash-mukund-sable-14778911,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Sebastián MARTOS,20 JUN 1989,ESP,8:23.07,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/spain/sebastian-martos-14165762,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Ryoma AOKI,16 JUN 1997,JPN,8:24.82,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/ryoma-aoki-14780168,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Abdelkarim BEN ZAHRA,27 OCT 1998,MAR,8:28.63,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/morocco/abdelkarim-ben-zahra-014707140,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Edward TRIPPAS,22 SEP 1998,AUS,8:29.90,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/edward-trippas-14668477,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Louis GILAVERT,01 JAN 1998,FRA,8:36.35,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/louis-gilavert-014652627,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Emil BLOMBERG,09 APR 1992,SWE,8:39.57,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/sweden/emil-blomberg-14403204,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
14,Zak SEDDON,28 JUN 1994,GBR,8:43.29,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/great-britain-ni/zak-seddon-14386241,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
15,Hichem BOUCHICHA,19 MAY 1989,ALG,8:44.75,Round 1 - Heat 2,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/algeria/hichem-bouchicha-14428442,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Soufiane EL BAKKALI,07 JAN 1996,MAR,8:19.00,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/morocco/soufiane-el-bakkali-14590424,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Topi RAITANEN,07 FEB 1996,FIN,8:19.17,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/finland/topi-raitanen-14551131,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Alexis PHELUT,03 MAR 1998,FRA,8:19.36,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/france/alexis-phelut-014707992,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Osama ZOGHLAMI,19 JUN 1994,ITA,8:19.51,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/osama-zoghlami-14530462,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Leonard Kipkemoi BETT,03 NOV 2000,KEN,8:19.62,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/kenya/leonard-kipkemoi-bett-14802643,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Hillary BOR,22 NOV 1989,USA,8:19.80,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/hillary-bor-14232976,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Ben BUCKINGHAM,08 NOV 1991,AUS,8:20.95,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/ben-buckingham-14411012,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Ole HESSELBJERG,23 APR 1990,DEN,8:24.08,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/denmark/ole-hesselbjerg-014167942,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Tadese TAKELE,03 AUG 2002,ETH,8:24.69,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/ethiopia/tadese-takele-14894746,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Altobeli SILVA,03 DEC 1990,BRA,8:29.17,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/altobeli-silva-14407523,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Simon SUNDSTRÖM,04 FEB 1998,SWE,8:29.84,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/sweden/simon-sundstrom-14653682,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Kosei YAMAGUCHI,19 AUG 1991,JPN,8:31.27,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/kosei-yamaguchi-14428736,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Daniel ARCE,22 APR 1992,ESP,8:38.09,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/spain/daniel-arce-14420300,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
14,Matthew CLARKE,29 APR 1995,AUS,8:42.37,Round 1 - Heat 3,Men's 3000 Metres Steeplechase,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/matthew-clarke-14685305,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Gianmarco TAMBERI,01 JUN 1992,ITA,2.37,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/gianmarco-tamberi-14375750,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Mutaz Essa BARSHIM,24 JUN 1991,QAT,2.37,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/qatar/mutaz-essa-barshim-14377312,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Maksim NEDASEKAU,21 JAN 1998,BLR,2.37,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/belarus/maksim-nedasekau-014650634,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Sanghyeok WOO,23 APR 1996,KOR,2.35,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/korea/sanghyeok-woo-14532326,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Brandon STARC,24 NOV 1993,AUS,2.35,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/brandon-starc-14387190,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Mikhail AKIMENKO,06 DEC 1995,ANA,2.33,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/russia/mikhail-akimenko-14452773,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,JuVaughn HARRISON,30 APR 1999,USA,2.33,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/juvaughn-harrison-14785286,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Django LOVETT,06 JUL 1992,CAN,2.3,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/django-lovett-14373748,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
9,Ilya IVANYUK,09 MAR 1993,ANA,2.3,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/russia/ilya-ivanyuk-14421068,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Hamish KERR,17 AUG 1996,NZL,2.3,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/new-zealand/hamish-kerr-14633982,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
11,Tom GALE,18 DEC 1998,GBR,2.27,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/great-britain-ni/tom-gale-14734419,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Shelby MCEWEN,06 APR 1996,USA,2.27,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/shelby-mcewen-14708434,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Naoto TOBE,31 MAR 1992,JPN,2.24,Final,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/naoto-tobe-014329684,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Django LOVETT,06 JUL 1992,CAN,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/canada/django-lovett-14373748,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Mutaz Essa BARSHIM,24 JUN 1991,QAT,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/qatar/mutaz-essa-barshim-14377312,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
3,Hamish KERR,17 AUG 1996,NZL,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/new-zealand/hamish-kerr-14633982,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
4,Shelby MCEWEN,06 APR 1996,USA,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/shelby-mcewen-14708434,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Gianmarco TAMBERI,01 JUN 1992,ITA,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/italy/gianmarco-tamberi-14375750,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Ilya IVANYUK,09 MAR 1993,ANA,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/russia/ilya-ivanyuk-14421068,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
7,Tom GALE,18 DEC 1998,GBR,2.28,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/great-britain-ni/tom-gale-14734419,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Andrii PROTSENKO,20 MAY 1988,UKR,2.25,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/ukraine/andrii-protsenko-14230447,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
8,Dzmitry NABOKAU,20 JAN 1996,BLR,2.25,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/belarus/dzmitry-nabokau-014579360,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Takashi ETO,05 FEB 1991,JPN,2.21,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/takashi-eto-014374666,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
10,Yu WANG,18 AUG 1991,CHN,2.21,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/pr-of-china/yu-wang-014334837,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
12,Fernando FERREIRA,13 DEC 1994,BRA,2.21,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/brazil/fernando-ferreira-14530402,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
13,Donald THOMAS,01 JUL 1984,BAH,2.21,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/bahamas/donald-thomas-14177939,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
14,Luis Enrique ZAYAS,07 JUN 1997,CUB,2.17,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/cuba/luis-enrique-zayas-14574169,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
14,Adrijus GLEBAUSKAS,20 NOV 1994,LTU,2.17,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/lithuania/adrijus-glebauskas-014487860,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
16,Mathew SAWE,02 JUL 1988,KEN,2.17,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/kenya/mathew-sawe-14426290,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
NA,Hup Wei LEE,05 MAY 1987,MAS,NM,Qualification - Group 1,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/malaysia/hup-wei-lee-14212584,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
1,Mikhail AKIMENKO,06 DEC 1995,ANA,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/russia/mikhail-akimenko-14452773,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Brandon STARC,24 NOV 1993,AUS,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/australia/brandon-starc-14387190,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,JuVaughn HARRISON,30 APR 1999,USA,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/united-states/juvaughn-harrison-14785286,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
2,Naoto TOBE,31 MAR 1992,JPN,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/japan/naoto-tobe-014329684,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
5,Sanghyeok WOO,23 APR 1996,KOR,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/korea/sanghyeok-woo-14532326,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
6,Maksim NEDASEKAU,21 JAN 1998,BLR,2.28,Qualification - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/7132391,https://worldathletics.org/athletes/belarus/maksim-nedasekau-014650634,The XXXII Olympic Games,JPN,30 JUL–08 AUG 2021,NA,NA,NA,NA
