Place,Name,Birth.Date,Nat.,Mark,event_meta,event,games_link,athlete_links,games,country,date,Points,Records,Wind,Remarks
9,Luiggi LLANOS,22 AUG 1978,PUR,1.91,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/puerto-rico/luiggi-llanos-014218821,The XXVIII Olympic Games,GRE,18–29 AUG 2004,723,NA,NA,NA
10,Dennis LEYCKES,20 APR 1982,GER,1.91,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/dennis-leyckes-014193175,The XXVIII Olympic Games,GRE,18–29 AUG 2004,723,NA,NA,NA
11,Stefan DREWS,12 FEB 1979,GER,1.88,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/stefan-drews-014191920,The XXVIII Olympic Games,GRE,18–29 AUG 2004,696,NA,NA,NA
11,Erki NOOL,25 JUN 1970,EST,1.88,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/estonia/erki-nool-014181107,The XXVIII Olympic Games,GRE,18–29 AUG 2004,696,NA,NA,NA
13,Florian SCHÖNBECK,13 JAN 1974,GER,1.88,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/florian-schonbeck-014194139,The XXVIII Olympic Games,GRE,18–29 AUG 2004,696,NA,NA,NA
14,Hans Olav ULDAL,16 DEC 1982,NOR,1.85,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/norway/hans-olav-uldal-014215536,The XXVIII Olympic Games,GRE,18–29 AUG 2004,670,NA,NA,NA
14,Santiago LORENZO,04 APR 1978,ARG,1.85,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/argentina/santiago-lorenzo-014180396,The XXVIII Olympic Games,GRE,18–29 AUG 2004,670,NA,NA,NA
16,David GÓMEZ,13 FEB 1981,ESP,1.85,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/spain/david-gomez-14166262,The XXVIII Olympic Games,GRE,18–29 AUG 2004,670,NA,NA,NA
16,Viktor KOVALENKO,26 OCT 1975,MDA,1.85,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/moldova/viktor-kovalenko-014212706,The XXVIII Olympic Games,GRE,18–29 AUG 2004,670,NA,NA,NA
18,Ahmad Hassan MOUSSA,17 JUN 1981,QAT,1.82,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/qatar/ahmad-hassan-moussa-014219074,The XXVIII Olympic Games,GRE,18–29 AUG 2004,644,NA,NA,NA
NA,Kristjan RAHNU,29 AUG 1979,EST,DNS,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/estonia/kristjan-rahnu-014181153,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Tomáš DVOŘÁK,11 MAY 1972,CZE,DNS,Combined - Group 2,Men's High Jump,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/tomas-dvorak-14168964,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Timothy MACK,15 SEP 1972,USA,5.95,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/timothy-mack-014244649,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
2,Toby STEVENSON,19 NOV 1976,USA,5.9,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/toby-stevenson-014252242,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
3,Giuseppe GIBILISCO,05 JAN 1979,ITA,5.85,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/italy/giuseppe-gibilisco-014200460,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Igor PAVLOV,18 JUL 1979,RUS,5.8,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/igor-pavlov-014223486,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
5,Daniel ECKER,21 JUL 1977,GER,5.75,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/daniel-ecker-014191946,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Lars BÖRGELING,16 APR 1979,GER,5.75,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/lars-borgeling-014191652,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Derek MILES,28 SEP 1972,USA,5.75,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/derek-miles-014246081,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
8,Aleksandr AVERBUKH,01 OCT 1974,ISR,5.65,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/israel/aleksandr-averbukh-014199210,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Rens BLOM,01 MAR 1977,NED,5.65,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/netherlands/rens-blom-014213690,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Denys YURCHENKO,27 JAN 1978,UKR,5.65,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/denys-yurchenko-014230804,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Paul BURGESS,14 AUG 1979,AUS,5.55,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/australia/paul-burgess-014180019,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Tim LOBINGER,03 SEP 1972,GER,5.55,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/tim-lobinger-014193205,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Pavel GERASIMOV,29 MAY 1979,RUS,5.55,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/pavel-gerasimov-014222258,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Ruslan YEREMENKO,31 JUL 1978,UKR,5.55,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/ruslan-yeremenko-014230794,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Daichi SAWANO,16 SEP 1980,JPN,5.55,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/japan/daichi-sawano-014205675,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,Oleksandr KORCHMID,22 JAN 1982,UKR,5.55,Final,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/oleksandr-korchmid-014230103,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Ruslan YEREMENKO,31 JUL 1978,UKR,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/ruslan-yeremenko-014230794,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Pavel GERASIMOV,29 MAY 1979,RUS,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/pavel-gerasimov-014222258,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Lars BÖRGELING,16 APR 1979,GER,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/lars-borgeling-014191652,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Toby STEVENSON,19 NOV 1976,USA,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/toby-stevenson-014252242,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Rens BLOM,01 MAR 1977,NED,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/netherlands/rens-blom-014213690,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Giuseppe GIBILISCO,05 JAN 1979,ITA,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/italy/giuseppe-gibilisco-014200460,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Daichi SAWANO,16 SEP 1980,JPN,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/japan/daichi-sawano-014205675,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
8,Derek MILES,28 SEP 1972,USA,5.70,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/derek-miles-014246081,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Romain MESNIL,13 JUN 1977,FRA,5.65,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/france/romain-mesnil-014186500,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
10,Okkert BRITS,22 AUG 1973,RSA,5.60,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/south-africa/okkert-brits-014219787,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Adam PTÁČEK,08 OCT 1980,CZE,5.50,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/adam-ptacek-14168383,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Vesa RANTANEN,02 DEC 1975,FIN,5.50,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/finland/vesa-rantanen-014182449,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Jure ROVAN,23 JAN 1975,SLO,5.50,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/slovenia/jure-rovan-014225170,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
14,Spas BUKHALOV,14 NOV 1980,BUL,5.50,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/bulgaria/spas-bukhalov-014175059,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
15,Steven HOOKER,16 JUL 1982,AUS,5.30,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/australia/steven-hooker-014179504,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,Marios EVANGELOU,08 MAY 1981,GRE,5.30,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/greece/marios-evangelou-14195083,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,Yoo-suk KIM,19 JAN 1982,KOR,5.30,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/korea/yoo-suk-kim-014210324,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Grigoriy YEGOROV,12 JAN 1967,KAZ,NM,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/kazakhstan/grigoriy-yegorov-014207299,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Feiliang LIU,27 MAR 1985,CHN,NM,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/pr-of-china/feiliang-liu-014171950,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Vadim STROGALYOV,09 FEB 1975,RUS,NM,Qualification - Group 1,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/vadim-strogalyov-014224170,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Aleksandr AVERBUKH,01 OCT 1974,ISR,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/israel/aleksandr-averbukh-014199210,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
1,Paul BURGESS,14 AUG 1979,AUS,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/australia/paul-burgess-014180019,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
3,Igor PAVLOV,18 JUL 1979,RUS,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/russia/igor-pavlov-014223486,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
4,Daniel ECKER,21 JUL 1977,GER,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/daniel-ecker-014191946,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
5,Denys YURCHENKO,27 JAN 1978,UKR,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/denys-yurchenko-014230804,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
6,Timothy MACK,15 SEP 1972,USA,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/united-states/timothy-mack-014244649,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
7,Tim LOBINGER,03 SEP 1972,GER,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/tim-lobinger-014193205,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
8,Oleksandr KORCHMID,22 JAN 1982,UKR,5.70,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/ukraine/oleksandr-korchmid-014230103,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
9,Matti MONONEN,25 NOV 1983,FIN,5.65,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/finland/matti-mononen-014182293,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
10,Patrik KRISTIANSSON,03 JUN 1977,SWE,5.60,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/sweden/patrik-kristiansson-014227752,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
11,Nicholas BUCKFIELD,05 JUN 1973,GBR,5.60,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/great-britain-ni/nicholas-buckfield-014188691,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
12,Dmitri MARKOV,14 MAR 1975,AUS,5.50,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/australia/dmitri-markov-014179245,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
13,Piotr BUCIARSKI,22 NOV 1975,DEN,5.50,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/denmark/piotr-buciarski-014167996,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
14,Štěpán JANÁČEK,12 JUN 1977,CZE,5.30,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/czech-republic/stepan-janacek-14168798,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
14,Javier GAZOL,27 OCT 1980,ESP,5.30,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/spain/javier-gazol-014166385,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,Adam KOLASA,02 AUG 1975,POL,5.30,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/poland/adam-kolasa-014216898,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
16,Nicolas GUIGON,10 OCT 1980,FRA,5.30,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/france/nicolas-guigon-014185200,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Leonid ANDREYEV,06 OCT 1983,UZB,DNS,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/uzbekistan/leonid-andreyev-014255899,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Ilian EFREMOV,02 AUG 1970,BUL,NM,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/bulgaria/ilian-efremov-014175034,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Giovanni LANARO,27 SEP 1981,MEX,NM,Qualification - Group 2,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/mexico/giovanni-lanaro-014213017,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
NA,Dennis LEYCKES,20 APR 1982,GER,DNS,Combined - Group,Men's Pole Vault,https://worldathletics.org/competition/calendar-results/results/6913163,https://worldathletics.org/athletes/germany/dennis-leyckes-014193175,The XXVIII Olympic Games,GRE,18–29 AUG 2004,NA,NA,NA,NA
